46,90,2
47,34,7
48,67,9
48,56,1
48,17,7
48,81,7
49,79,9
49,65,1
49,36,6
49,11,9
49,38,2
49,61,2
49,24,1
49,6,1
49,31,10
50,37,1
50,48,3
50,8,1
50,24,3
50,41,1
50,77,4
51,21,6
51,59,6
51,2,7
51,26,1
51,76,1
51,100,1
51,29,2
51,41,9
52,66,5
52,76,7
52,2,7
52,24,2
53,41,1
53,75,4
53,73,2
53,27,6
53,20,6
53,92,8
53,69,6
54,22,4
54,26,6
55,6,10
55,94,8
55,53,5
55,42,3
55,33,3
55,82,8
55,97,4
56,5,1
56,63,5
56,91,1
56,84,4
56,39,10
56,70,1
56,88,2
56,37,9
56,53,8
56,92,3
57,74,7
57,64,5
58,51,10
58,79,9
58,85,4
58,86,2
58,62,3
59,19,5
59,46,4
59,69,8
59,35,9
59,42,2
59,48,5
60,61,10
60,2,3
60,66,2
60,1,6
60,89,2
60,63,6
60,50,1
61,69,4
61,13,8
61,27,4
61,89,8
61,61,4
61,81,3
61,90,8
62,8,10
62,37,10
62,23,4
62,85,4
62,18,4
62,38,5
63,10,2
64,30,4
65,30,9
65,24,3
65,44,6
65,55,4
65,2,4
65,87,7
65,37,3
65,57,2
66,12,1
66,48,6
66,36,1
66,19,7
67,56,7
67,81,4
67,43,4
67,69,5
68,94,10
68,37,2
68,49,8
68,1,3
68,44,8
69,59,8
69,14,4
69,56,3
69,35,1
69,36,5
69,12,5
70,23,2
70,87,3
70,30,1
70,28,6
70,41,2
71,50,3
71,66,5
72,72,5
72,46,7
72,73,10
72,8,2
72,81,10
72,63,10
72,54,4
72,65,2
72,22,5
72,9,8
73,47,4
73,32,6
73,31,2
73,10,10
73,70,4
74,22,4
74,39,8
74,60,2
74,48,9
74,19,10
74,81,6
74,10,3
75,2,7
75,26,7
75,36,4
75,81,8
75,62,9
75,95,6
75,11,2
75,38,6
75,23,1
75,74,2
76,50,2
77,17,4
77,48,7
77,2,2
77,20,1
77,40,2
78,36,9
78,75,2
78,15,4
78,20,10
78,53,3
78,29,8
78,64,7
78,67,7
79,40,1
79,18,1
79,85,4
79,35,1
79,67,6
79,32,2
79,22,8
79,64,1
79,71,8
79,27,9
80,26,6
80,95,3
80,39,9
80,22,10
80,41,8
80,78,8
80,92,4
80,52,7
80,87,4
81,56,5
82,86,7
83,67,6
83,28,9
83,44,6
83,60,6
84,76,7
85,70,8
86,36,2
86,6,3
86,3,5
86,25,2
87,56,10
87,76,4
87,78,6
87,43,7
87,73,9
87,34,8
87,54,5
87,19,4
87,14,3
88,48,7
89,7,2
89,2,3
90,53,1
90,65,2
91,18,5
91,98,5
91,90,9
91,8,3
91,24,3
91,30,6
91,6,7
91,27,4
91,42,6
92,84,1
93,56,10
93,9,1
93,16,5
93,40,10
93,50,10
93,23,1
94,64,8
94,68,10
94,16,9
94,92,2
94,52,7
94,32,8
94,95,6
94,63,7
94,71,10
95,75,9
95,35,5
96,46,3
97,9,1
97,50,5
97,94,6
97,81,1
97,6,2
97,69,6
98,30,3
98,12,5
98,92,10
98,33,7
99,25,7
100,25,9
100,6,7
100,57,5
100,36,5
101,45,9
101,71,7
101,85,8
102,80,6
102,63,4
102,77,2
102,97,2
102,47,7
102,32,7
102,66,2
102,72,6
103,81,8
103,19,9
103,63,3
103,85,8
104,17,5
104,95,8
104,66,5
104,49,5
104,70,6
104,63,2
104,84,2
105,17,1
106,2,3
106,95,7
106,17,6
106,51,2
106,70,2
106,75,9
106,48,2
106,94,3
106,4,4
106,53,10
107,77,4
107,7,7
107,56,3
107,86,3
107,49,6
107,85,9
107,65,3
107,30,6
107,61,5
108,28,10
109,58,10
109,19,3
109,53,8
109,100,8
109,34,5
109,38,3
109,69,1
109,5,6
110,89,3
110,10,6
111,58,8
111,49,2
111,71,7
111,45,3
112,92,1
112,47,6
112,39,2
112,68,2
112,79,7
113,98,6
113,77,5
114,53,4
115,51,1
115,80,4
115,27,4
116,98,10
116,78,4
116,64,6
116,77,3
116,6,8
116,95,7
116,41,3
117,50,4
117,39,6
117,27,6
117,15,8
117,26,5
117,2,2
117,52,2
117,20,4
118,34,7
118,12,5
119,69,4
119,25,8
119,23,5
119,37,5
119,42,7
119,38,4
119,1,4
119,67,5
119,86,2
119,87,5
120,26,9
121,4,10
121,6,6
121,14,1
121,76,9
122,40,3
122,61,8
122,52,9
122,82,7
122,49,7
122,75,7
122,24,1
122,74,8
123,12,9
123,91,5
123,55,8
123,2,4
123,79,5
123,15,8
123,64,5
123,17,9
123,27,1
124,11,9
124,67,1
124,43,9
125,100,2
125,72,7
125,95,8
125,24,10
125,52,6
125,63,1
125,41,6
125,62,2
125,48,6
126,42,2
126,58,4
126,6,4
126,21,1
126,71,5
126,53,5
126,15,6
126,31,6
126,3,8
127,67,4
127,25,6
127,47,5
127,31,6
127,70,5
127,75,5
127,17,3
127,32,9
128,49,9
128,9,10
128,42,8
128,28,8
128,10,3
129,68,6
130,92,9
130,70,2
130,25,2
130,59,2
130,30,8
130,16,1
131,69,7
131,42,3
131,33,9
131,25,5
131,85,8
131,32,9
131,88,8
131,66,5
131,5,6
131,36,5
132,15,9
132,89,8
132,70,3
132,39,3
133,45,1
133,3,8
133,79,6
133,89,4
133,90,5
133,67,1
133,35,7
133,92,5
133,66,5
133,23,3
134,44,5
135,44,3
136,69,5
136,57,10
136,51,9
137,13,7
137,15,1
137,8,1
137,36,3
137,23,8
137,46,9
137,82,7
138,65,9
138,90,9
138,6,10
138,73,10
138,19,5
138,12,6
138,3,3
139,50,5
139,57,9
140,41,8
141,63,10
141,40,8
141,55,5
141,90,6
142,85,7
142,37,9
142,46,8
143,78,6
143,2,2
143,36,1
143,97,3
143,41,6
143,48,8
143,82,5
143,51,4
143,95,1
143,53,4
144,39,1
145,83,4
145,86,5
145,19,7
145,28,4
145,46,6
145,44,3
146,9,3
146,8,9
146,75,4
147,61,2
147,81,8
147,79,9
147,84,1
147,69,9
147,6,9
147,77,9
147,54,6
147,20,2
147,34,3
148,17,4
149,42,7
149,18,6
149,8,8
149,9,8
149,51,4
150,80,8
150,5,3
150,51,8
150,39,9
150,23,2
150,43,2
150,4,1
150,49,8
150,45,10
151,35,7
151,67,7
151,39,10
151,32,6
151,38,6
151,56,2
151,73,6
152,34,8
152,23,3
152,79,6
152,12,10
152,75,5
153,58,3
153,55,5
154,16,7
154,11,4
154,86,6
154,9,5
154,4,6
154,41,3
154,47,3
154,58,7
155,49,2
155,51,6
155,22,9
155,61,5
155,23,7
155,86,8
155,19,8
155,48,5
156,56,10
156,68,7
156,16,8
156,6,9
157,62,4
157,82,3
157,80,10
157,88,9
157,36,3
157,59,5
158,69,8
158,60,9
158,17,5
158,65,10
158,62,3
158,7,4
158,27,1
158,92,1
159,6,9
159,75,5
160,12,7
160,43,4
160,87,7
160,82,8
160,48,7
161,73,3
161,80,8
161,58,1
162,77,6
162,49,9
162,40,8
162,75,3
162,60,9
163,53,2
163,33,8
163,65,4
163,41,2
163,42,2
163,61,10
163,8,6
163,71,6
163,34,7
163,6,3
164,15,7
165,40,7
166,60,2
166,32,7
166,76,8
166,83,10
166,14,6
166,23,9
166,59,1
166,80,4
166,35,3
166,13,8
167,92,10
167,23,5
167,69,3
168,47,5
168,6,10
168,89,10
168,46,2
169,64,1
169,39,4
169,21,8
169,11,1
169,2,3
169,71,3
169,61,9
170,50,5
171,60,2
171,79,5
171,21,10
171,89,8
171,71,3
171,67,3
171,1,3
171,51,1
171,55,5
172,49,7
172,11,1
172,74,4
172,53,1
172,12,4
172,45,8
172,46,4
173,39,1
173,82,7
173,44,7
173,12,2
173,15,8
173,79,8
173,86,8
173,63,2
173,59,3
174,16,6
174,37,9
174,78,2
174,13,9
175,37,2
176,39,7
176,51,8
176,34,6
176,64,5
176,43,7
177,82,8
177,87,10
177,22,10
177,19,9
177,85,1
177,77,1
178,80,8
178,49,1
178,42,5
178,56,10
178,34,5
178,16,1
178,14,7
178,66,1
178,62,1
178,60,4
179,48,2
179,34,4
179,61,10
179,86,10
179,85,3
179,29,10
179,4,9
179,18,3
180,89,3
180,71,6
180,49,3
180,42,2
180,56,7
180,7,1
180,59,2
181,5,4
181,18,1
181,89,9
181,91,9
181,72,5
181,78,6
181,36,4
181,79,4
181,51,10
181,41,5
182,68,2
182,13,8
182,76,2
182,46,7
182,3,3
183,30,9
183,39,9
183,37,1
183,47,10
184,35,8
184,53,8
184,87,8
184,81,10
184,39,4
185,18,9
185,88,2
186,15,6
186,28,3
186,76,7
186,27,8
186,37,6
186,20,4
186,43,1
186,32,3
186,10,5
186,54,6
187,78,4
187,79,6
187,23,7
187,66,2
187,61,1
187,49,1
187,36,9
188,9,8
188,76,5
189,90,4
189,73,10
189,36,10
189,25,6
189,40,9
189,12,10
189,51,10
190,42,1
190,48,10
190,9,5
190,79,10
190,7,4
191,9,6
191,83,5
191,39,9
191,52,1
191,49,9
191,28,10
191,72,3
191,73,1
192,21,4
193,60,8
193,85,7
193,88,8
193,62,10
193,8,1
193,2,2
193,32,6
193,16,3
194,84,1
194,3,6
194,12,5
194,4,3
194,80,2
194,58,6
194,50,8
194,17,1
195,71,9
195,1,3
196,56,6
196,3,6
196,31,8
196,51,9
196,89,3
196,5,2
196,43,10
196,74,8
197,53,1
197,9,3
197,80,3
197,8,1
197,72,1
197,88,1
197,31,8
197,83,8
197,12,2
197,89,5
198,10,10
198,64,9
198,50,3
198,68,2
198,26,7
198,87,5
198,32,3
198,12,10
198,43,9
